retailer_name,onboarding_date,onboarding_status,area_classification,zone_name,city_name,latitude,longitude
"D3377* SANJAY bakery UB ASHISH","2022-05-07 11:39:02.848409",Active,NCR-UB,NCR,Delhi,NULL,NULL
"D3378* RANJAN STORE UB RAVI","2022-05-08 07:22:02.635924",Active,NCR-UB,NCR,Delhi,NULL,NULL
"H5305* S k mart grocery shop","2022-05-08 10:14:59.603698",Active,Noida-GT,NCR,Noida,NULL,NULL
"G2447* Anushka sales Agency","2022-05-09 05:06:54.740456",Active,Gurgaon-GT,NCR,Faridabad,NULL,NULL
"G2450* Grofers gopalpura","2022-05-10 15:26:02.200165",Active,NCR-ON-MT,NCR,Gurgaon,NULL,NULL
"G2451* Shri Krishna Store","2022-05-11 03:56:58.744101",Active,Gurgaon-GT,NCR,Gurgaon,28.418,77.056
"CD1003* Max Reach Stores Pvt Ltd Sector 17 B_1299281_Instamart","2022-05-11 15:10:51.121642",Active,NCR-ON-MT,NCR,Chandigarh,NULL,NULL
"D3397* KOSHAL BAKERY","2022-05-12 12:22:37.240696",Active,NCR-UB,NCR,Delhi,NULL,NULL
"H5313* Shakti store","2022-05-13 05:51:26.035018",Active,Noida-GT,NCR,Ghaziabad,NULL,NULL
"D3399* ashok ub mithun","2022-05-15 06:08:37.997060",Active,NCR-UB,NCR,Delhi,NULL,NULL
"D3401* MUKESH UB MITHUN","2022-05-16 06:08:39.906146",Active,NCR-UB,NCR,Delhi,NULL,NULL
"D3409* Raj Mandir Hyter rbl bank ","2022-05-17 06:22:35.788012",Active,Delhi-GT,NCR,Delhi,28.692,77.177
"H5320* Santosh fruit and vegetable","2022-05-17 11:40:06.988400",Active,Noida-GT,NCR,Ghaziabad,NULL,NULL
"D3410* RANJEET UB AJAY","2022-05-17 12:50:12.164760",Active,NCR-UB,NCR,Delhi,NULL,NULL
"D3412* Rahul eggs {kesav puram","2022-05-19 10:55:16.487336",Active,Delhi-GT,NCR,Delhi,28.688,77.162
"D3413* GHANSHYAM UB AJAY","2022-05-19 11:22:14.079296",Active,NCR-UB,NCR,Delhi,NULL,NULL
"D3414* Uncle egg uttam nagar","2022-05-19 13:05:17.236402",Active,Delhi-GT,NCR,Delhi,28.6388971,77.075501
"D3420* ZAFAR UB  MITHUN","2022-05-20 14:51:24.144545",Active,NCR-UB,NCR,Delhi,NULL,NULL
"D3421* shikander store ub ashish","2022-05-22 03:51:58.223950",Active,NCR-UB,NCR,Delhi,NULL,NULL
"N4566* AMANAT RETAILS(78Noida)","2022-05-23 08:10:33.477308",Active,Noida-GT,NCR,Noida,28.56,77.385
"D3427* munna ub mithun","2022-05-24 14:44:02.184865",Active,NCR-UB,NCR,Delhi,NULL,NULL
"D3428* mukesh ub rakesh","2022-05-25 04:10:42.462427",Active,NCR-UB,NCR,Delhi,NULL,NULL
"D3437* RINKU UB MITHUN","2022-05-26 14:39:32.392700",Active,NCR-UB,NCR,Delhi,NULL,NULL
"G2454* Amazon Sonipath ","2022-05-26 16:43:59.773262",Active,NCR-ON-MT,NCR,Gurgaon,NULL,NULL
"H5329* Bulk udhyog","2022-05-27 11:33:40.385598",Active,Noida-GT,NCR,Noida,28.648,77.403
"N4568* Freshlee farm groceries pvt. Ltd . Alpha-1","2022-05-30 05:55:48.867692",Active,Noida-GT,NCR,Noida,28.477,77.521
"D3439* Pearl Boutique Bakery","2022-05-30 08:32:56.096796",Active,NCR-HORECA,NCR,Delhi,NULL,NULL
"D3440* AZIMAL UB  AJAY","2022-05-30 09:06:25.616854",Active,NCR-UB,NCR,Delhi,NULL,NULL
"N4569* Freshlee farm groceries pvt ltd - Gamma","2022-05-30 09:21:49.048362",Active,Noida-GT,NCR,Noida,28.487,77.506
"N4570* Freshlee farm groceries pvt ltd - Panorma","2022-05-30 09:25:33.667084",Active,Noida-GT,NCR,Noida,28.46,77.523
"N4571* Freshlee farm groceries pvt ltd - Pii 2","2022-05-30 09:32:38.617010",Active,Noida-GT,NCR,Noida,28.452,77.506
"D3441* baba dairy ub rishi","2022-05-31 10:38:02.982869",Active,NCR-UB,NCR,Delhi,NULL,NULL
"N4572* 6TEN ESS VEE FOODS (Sector-74)","2022-06-01 07:49:19.166258",Active,Noida-GT,NCR,Noida,28.573,77.392
"D3445* WASEEM UB MITHUN","2022-06-01 12:16:24.039315",Active,NCR-UB,NCR,Delhi,NULL,NULL
"N4573* AARIGA STRATEGY CONSULTANT PVT LTD SEC46_406773_Instamart","2022-06-03 11:10:57.198877",Active,NCR-ON-MT,NCR,Noida,28.54947,77.36302
"N4578* Roj Retail Pvt Ltd Sarfabad_1261845_Instamart","2022-06-03 11:58:40.385385",Active,NCR-ON-MT,NCR,Noida,28.58871,77.38222
"H5334* ROJ RETAILS PVT LTD Shakti Khand Indirapuram_1278173_Instamart","2022-06-03 12:12:39.336643",Active,NCR-ON-MT,NCR,Ghaziabad,28.64759,77.38121
"N4581* Aariga Strategy Consultants Pvt Ltd Sector 18_969385_Instamart","2022-06-03 12:34:56.890251",Active,NCR-ON-MT,NCR,Noida,28.58432,77.3199
"D3450* Aariga Strategy Consultant Pvt Ltd Malviya_406774_Instamart","2022-06-04 06:50:34.696791",Active,NCR-ON-MT,NCR,Delhi,28.5384,77.21466
"D3451* Aariga Strategy consultant pvt ltd Pitampura_649839_Instamart","2022-06-04 06:56:04.021608",Active,NCR-ON-MT,NCR,Delhi,28.69699,77.13006
"D3452* Aariga Strategy Consultant Pvt Ltd Rajouri_649851_Instamart","2022-06-04 07:00:31.642957",Active,NCR-ON-MT,NCR,Delhi,28.64876,77.12406
"D3454* Aargia strategy consultant Pvt Ltd Laxmi N_649841_Instamart","2022-06-04 07:11:57.944254",Active,NCR-ON-MT,NCR,Delhi,28.64216,77.28226
"D3458* Aariga Strategy Consultants Pvt Ltd Janakpuri_762550_Instamart","2022-06-04 07:50:29.596104",Active,NCR-ON-MT,NCR,Delhi,28.62169,77.08331
"D3459* Aariga Strategy Consultants Pvt Ltd Munirika_810368_Instamart","2022-06-04 07:55:22.863654",Active,NCR-ON-MT,NCR,Delhi,28.55649,77.17482
"D3460* Aariga Strategy Consultants Pvt Ltd Vardhman Mall_816651_Instamart","2022-06-04 08:00:18.894998",Active,NCR-ON-MT,NCR,Delhi,28.70183,77.18197
"D3461* Aariga Strategy Consultants Pvt Ltd Kotla Mubarakpur","2022-06-04 08:04:25.470964",Active,NCR-ON-MT,NCR,Delhi,NULL,NULL
"D3464* Max Reach Stores Pvt Ltd Laxmi Nagar2_1099458_Instamart","2022-06-04 09:02:53.980989",Active,NCR-ON-MT,NCR,Delhi,28.60829,77.29265
"D3465* Max Reach Stores Pvt Ltd Janakpuri 2_1062421_Instamart","2022-06-04 09:06:35.542195",Active,NCR-ON-MT,NCR,Delhi,28.62046,77.04069
"D3466* Max Reach Stores Pvt Ltd Janakpuri 4_1113110_Instamart","2022-06-04 09:09:40.419443",Active,NCR-ON-MT,NCR,Delhi,28.60319,77.05713
"D3467* Max Reach Stores Pvt Ltd Dilshad Garden 2_1099459_Instamart","2022-06-04 09:18:03.245359",Active,NCR-ON-MT,NCR,Delhi,28.6562,77.28186
"D3470* KULDEEP UB RISHI","2022-06-04 09:49:09.562566",Active,NCR-UB,NCR,Delhi,NULL,NULL
"D3473* Max Reach Stores Pvt. Ltd. Rohini_1062023_Instamart","2022-06-04 11:07:36.333922",Active,NCR-ON-MT,NCR,Delhi,28.7163,77.11493
"D3474* Max Reach Stores Pvt Ltd Janakpuri-Rajouri_1062420_Instamart","2022-06-04 11:11:45.343548",Active,NCR-ON-MT,NCR,Delhi,28.64037,77.1075
"D3475* Max Reach Stores Pvt Ltd Karol Bagh2_1062419_Instamart","2022-06-04 11:15:31.514687",Active,NCR-ON-MT,NCR,Delhi,28.64516,77.2011
"D3481* PYD Retail Pvt. Ltd. Safdarjung Enclave_1229998_Instamart","2022-06-04 12:17:56.966410",Active,NCR-ON-MT,NCR,Delhi,28.56748,77.18969
"D3483* PYD Retail Pvt. Ltd. Patel Nagar_1229997_Instamart","2022-06-04 12:26:39.234025",Active,NCR-ON-MT,NCR,Delhi,28.65024,77.16107
"D3484* PYD Retail Pvt. Ltd. Vivek Vihar_1231055_Instamart","2022-06-04 12:31:19.980826",Active,NCR-ON-MT,NCR,Delhi,28.67693,77.32109
"D3485* PYD Retail Private Limited Ashok Vihar 3_1230000_Instamart","2022-06-04 12:38:11.070245",Active,NCR-ON-MT,NCR,Delhi,28.68185,77.18466
"D3488* ANURAG UB RAKESH","2022-06-05 08:53:44.664300",Active,NCR-UB,NCR,Delhi,NULL,NULL
"D3489* SONU UB RAKESH","2022-06-05 08:57:25.456715",Active,NCR-UB,NCR,Delhi,NULL,NULL
"D3490* RAJAN UB RAKESH","2022-06-06 06:58:32.380577",Active,NCR-UB,NCR,Delhi,NULL,NULL
"D3491* LALU UB ASHISH","2022-06-08 08:09:02.462260",Active,NCR-UB,NCR,Delhi,NULL,NULL
"D3493* Rajmandir  Preet Vihar","2022-06-08 10:44:19.565093",Active,Delhi-GT,NCR,Delhi,28.639,77.292
"D3494* Sunrise F & B Restaurant Pvt. Ltd","2022-06-09 04:35:23.022806",Active,NCR-HORECA,NCR,Delhi,NULL,NULL
"D3495* White Water cafe Pvt. Ltd","2022-06-09 04:39:15.593188",Active,NCR-HORECA,NCR,Delhi,NULL,NULL
"D3496* TARUN STORE UB ASHISH","2022-06-10 02:54:01.849354",Active,NCR-UB,NCR,Delhi,NULL,NULL
"D3497* Swan- By Kode","2022-06-10 05:56:33.126932",Active,NCR-HORECA,NCR,Delhi,NULL,NULL
"D3498* PaPaYa","2022-06-10 05:59:52.836218",Active,NCR-HORECA,NCR,Delhi,NULL,NULL
"N4584* sample noida ","2022-06-10 06:35:55.546971",Active,Noida-GT,NCR,Noida,NULL,NULL
"D3500* SALIM UB MITHUN","2022-06-11 07:25:36.405087",Active,NCR-UB,NCR,Delhi,NULL,NULL
"D3502* Munshi ub ajay","2022-06-11 12:22:23.605348",Active,NCR-UB,NCR,Delhi,NULL,NULL
"D3503* KULDEEP DIRECT SALE","2022-06-12 07:06:35.019835",Active,NCR-UB,NCR,Delhi,NULL,NULL
"H5370* Day to day shopping mart","2022-06-13 10:37:38.639779",Active,Noida-GT,NCR,Noida,28.498,77.52
"D3511* Happy Happy farm","2022-06-13 12:21:43.424924",Active,Delhi-GT,NCR,Delhi,28.583,77.072
"D3512* PYD Retail Pvt Ltd Khanpur_1261841_Instamart","2022-06-13 13:14:23.406092",Active,NCR-ON-MT,NCR,Delhi,28.51496,77.22962
"D3516* SOMVEER UB DIRCET SALE","2022-06-13 16:29:55.851911",Active,NCR-UB,NCR,Delhi,NULL,NULL
"D3517* RAMESH UB ATIF","2022-06-14 06:56:54.959785",Active,NCR-UB,NCR,Delhi,NULL,NULL
"F3066* RELIANCE RETAIL LTD , NIT-3 , FARIDABAD - HARYANA","2022-06-14 12:21:02.396056",Active,NCR-OF-MT,NCR,Faridabad,28.39185,77.29078
"F3067* RELIANCE RETAIL LTD , SREC-28 , FARIDABAD - HARYANA","2022-06-14 12:39:13.905416",Active,NCR-OF-MT,NCR,Faridabad,28.43489,77.31213
"D3518* R.m.k.b Hypermarket","2022-06-14 14:18:40.457480",Active,Delhi-GT,NCR,Delhi,28.658,77.195
"D3519* PARAMAHANS UB AJAY ","2022-06-14 16:03:01.175633",Active,NCR-UB,NCR,Delhi,NULL,NULL
"D3520* NITESH UB AJAY","2022-06-14 16:15:39.197546",Active,NCR-UB,NCR,Delhi,NULL,NULL
"D3521* LOVE KHUS DIRCET SALE","2022-06-14 16:25:15.125584",Active,NCR-UB,NCR,Delhi,NULL,NULL
"D3522* PITAMBER DIRECT SALE","2022-06-15 05:02:42.878846",Active,NCR-UB,NCR,Delhi,NULL,NULL
"D3524* Roj Retails Private Limited Diving Road_1294674_Instamart","2022-06-15 09:23:08.554899",Active,NCR-ON-MT,NCR,Delhi,28.74665,77.13035
"D3525* Roj Retails Pvt Ltd Timarpur_1325203_Instamart","2022-06-15 09:31:06.970568",Active,NCR-ON-MT,NCR,Delhi,28.71045,77.20545
"D3528* Roj Retail Pvt Ltd Kirti Nagar_1261842_Instamart","2022-06-15 11:18:16.746463",Active,NCR-ON-MT,NCR,Delhi,28.65136,77.1412
"D3532* PYD Retail Pvt Ltd Mayapuri_1261843_Instamart","2022-06-15 11:27:36.557597",Active,NCR-ON-MT,NCR,Delhi,28.63064,77.127
"D3534* Prime master Baker","2022-06-15 15:29:00.947124",Active,Delhi-GT,NCR,Delhi,28.693,77.173
"D3537* White Water cafe Pvt. Ltd","2022-06-16 05:43:31.269040",Active,NCR-HORECA,NCR,Delhi,NULL,NULL
"D3539* Shree shyam store sec-7 Dwarka","2022-06-16 06:18:40.779687",Active,Delhi-GT,NCR,Delhi,28.546,77.069
"D3544* PYD Retail Pvt Ltd Vasant Kunj_1238360_Instamart","2022-06-16 11:25:40.271126",Active,NCR-ON-MT,NCR,Delhi,28.52548,77.15429
"D3545* Roj Retail Pvt Ltd Greater Kailash_1267918_Instamart","2022-06-16 15:16:56.074642",Active,NCR-ON-MT,NCR,Delhi,28.54088,77.2622
"D3546* Roj Retail Pvt Ltd Kailash Colony_1267917_Instamart","2022-06-16 15:22:35.638449",Active,NCR-ON-MT,NCR,Delhi,28.55804,77.23609
"D3547* KISHAN EGGS AJAY","2022-06-16 16:38:55.218674",Active,NCR-UB,NCR,Delhi,NULL,NULL
"D3548* SONU DIRCET SALE","2022-06-16 16:50:32.186708",Active,NCR-UB,NCR,Delhi,NULL,NULL
"D3549* VINOD UB RAKESH","2022-06-17 06:36:06.307023",Active,NCR-UB,NCR,Delhi,NULL,NULL
"D3552* SHIV STORE UB MITHUN","2022-06-18 06:58:20.080310",Active,NCR-UB,NCR,Delhi,NULL,NULL
"D3553* NATURES BASKET LTD , DISTRICT CENTER , SAKET , DELHI 110017","2022-06-18 07:14:08.052712",Active,NCR-OF-MT,NCR,Delhi,28.61738,77.13076
"D3554* NATURES BASKET LTD , PUNJABI BAGH , DELHI 110017","2022-06-18 07:19:45.675902",Active,NCR-OF-MT,NCR,Delhi,28.577519300000002,77.0017332
"D3555* MOVE TO BIHAR ","2022-06-18 12:33:47.325393",Active,NCR-UB,NCR,Delhi,NULL,NULL
"D3556* SAMSHER UB MITHUN","2022-06-19 08:40:26.698089",Active,NCR-UB,NCR,Delhi,NULL,NULL
"D3558* PYD Retail Private Limited Mayur Vihar 2_1230886_Instamart","2022-06-19 10:27:23.313904",Active,NCR-ON-MT,NCR,Delhi,28.62621,77.30383
"H5375* Shri krishna store","2022-06-19 10:29:28.050668",Active,Noida-GT,NCR,Noida,NULL,NULL
"H5383* Mithila grocery ","2022-06-19 12:17:56.911001",Active,Noida-GT,NCR,Ghaziabad,NULL,NULL
"D3559* SALAMAT CAKE UB RAKESH","2022-06-19 12:47:25.768625",Active,NCR-UB,NCR,Delhi,NULL,NULL
"D3563* ROJ RETAILS PRIVATE LIMITED Tihar Jail_1278167_Instamart","2022-06-20 11:55:44.736771",Active,NCR-ON-MT,NCR,Delhi,28.61125,77.09478
"D3565* Cake Palace","2022-06-21 05:18:18.332628",Active,NCR-UB,NCR,Delhi,NULL,NULL
"D3576* Richi richi bazar sec-10 dwarka","2022-06-21 10:14:07.887775",Active,Delhi-GT,NCR,Delhi,28.583,77.059
"G2469* NATURES BASKET LTD , SOUTH POINT MALL , GURGAON","2022-06-21 15:53:55.088784",Active,NCR-OF-MT,NCR,Gurgaon,28.44816,77.09681
"D3578* Green chick chop p.v","2022-06-22 11:20:08.068058",Active,Delhi-GT,NCR,Delhi,28.677,77.111
"D3579* Mother dairy 177 (Ramphal chowk sec 7) ","2022-06-23 12:20:04.106870",Active,Delhi-GT,NCR,Delhi,28.583,77.071
"D3580* RAJ TRADER","2022-06-23 14:26:42.475471",Active,NCR-UB,NCR,Delhi,NULL,NULL
"D3591* Theobroma Foods Private Limited","2022-06-24 09:58:36.660747",Active,NCR-UB,NCR,Delhi,NULL,NULL
"D3595* YOGESH UB ASHISH","2022-06-25 05:00:13.379961",Active,NCR-UB,NCR,Delhi,NULL,NULL
"D3604* RAJU UB RAKESH","2022-06-25 09:20:54.938672",Active,NCR-UB,NCR,Delhi,NULL,NULL
"D3605* R K HOTLIERS","2022-06-25 10:54:25.732707",Active,NCR-UB,NCR,Delhi,NULL,NULL
"D3606* Daily deal supermarket","2022-06-25 11:46:44.911519",Active,Delhi-GT,NCR,Delhi,28.632,77.14
"D3607* RELIANCE RETAIL LTD , PATOUDI ROAD , GURGAON","2022-06-25 12:07:05.952156",Active,NCR-OF-MT,NCR,Delhi,NULL,NULL
"D3626* VIJAY  STORE UB AJAY","2022-06-28 07:28:19.681665",Active,NCR-UB,NCR,Delhi,NULL,NULL
"D3627* NEW MORNING STORE UB MITHUN","2022-06-28 07:38:25.855997",Active,NCR-UB,NCR,Delhi,NULL,NULL
"D3632* RELIANCE RETAIL LTD R - P BAGH , DELHI","2022-06-28 12:00:39.479787",Active,NCR-OF-MT,NCR,Delhi,28.69411,77.18528
"D3633* SHYAM UB AJAY","2022-06-28 13:02:56.493983",Active,NCR-UB,NCR,Delhi,NULL,NULL
"D3635* Shree Ram store (Rama mkt munirka) ","2022-06-29 11:46:18.862220",Active,Delhi-GT,NCR,Delhi,28.559,77.171
"G2482* Milk UP","2022-06-30 05:10:55.295265",Active,Gurgaon-GT,NCR,Gurgaon,28.43,77.083
"D3636* NARESH STORE ","2022-06-30 06:31:49.345795",Active,Delhi-GT,NCR,Delhi,28.709,77.109
"D3640* RMBV HYPERMARKET LLP ","2022-06-30 13:08:26.392863",Active,Delhi-GT,NCR,Delhi,28.71077914722371,77.1405313740345
"D3641* JIVAN UB AJAY","2022-06-30 14:13:12.298285",Active,NCR-UB,NCR,Delhi,NULL,NULL
"MO1002* Max Reach Stores Pvt Ltd Sector 63_1339713_Instamart","2022-06-30 16:04:59.000665",Active,NCR-ON-MT,NCR,Mohali,NULL,NULL
"D3642* RAHUL UB ATIF","2022-07-02 03:05:44.393262",Active,NCR-UB,NCR,Delhi,NULL,NULL
"D3646* RUKSAR UB ASHISH","2022-07-02 06:41:35.522768",Active,NCR-UB,NCR,Delhi,NULL,NULL
"D3647* GAURAV DIRECT SALE","2022-07-03 09:23:57.724428",Active,NCR-UB,NCR,Delhi,NULL,NULL
"D3669* TALIF UB  DIRECT SALE","2022-07-04 11:29:09.194658",Active,NCR-UB,NCR,Delhi,NULL,NULL
"D3675* KUSHAL GENERAL STORE ","2022-07-05 13:21:29.235154",Active,Delhi-GT,NCR,Delhi,28.717,77.059
"D3677* Bon Ton","2022-07-07 06:38:29.626255",Active,NCR-HORECA,NCR,Delhi,NULL,NULL
"H5428* Robin store","2022-07-07 10:03:52.589946",Active,Noida-GT,NCR,Ghaziabad,NULL,NULL
"H5430* Hindon provision store","2022-07-07 10:08:56.229814",Active,Noida-GT,NCR,Ghaziabad,NULL,NULL
"H5431* Shiv dairy and bakery","2022-07-07 10:11:49.812867",Active,Noida-GT,NCR,Ghaziabad,NULL,NULL
"H5432* Sai shyam kirana store","2022-07-07 10:17:22.125883",Active,Noida-GT,NCR,Ghaziabad,NULL,NULL
"H5433* Cura  mart","2022-07-07 10:20:12.599775",Active,Noida-GT,NCR,Ghaziabad,NULL,NULL
"H5434* Balaji store","2022-07-07 10:22:16.477692",Active,Noida-GT,NCR,Ghaziabad,NULL,NULL
"H5435* Harikishan store","2022-07-07 10:24:22.726491",Active,Noida-GT,NCR,Ghaziabad,NULL,NULL
"H5436* Shyam dairy","2022-07-07 10:25:56.105265",Active,Noida-GT,NCR,Ghaziabad,NULL,NULL
"H5437* Balaji dairy and confectionary","2022-07-07 10:27:39.794670",Active,Noida-GT,NCR,Ghaziabad,NULL,NULL
"H5438* Inder provision store","2022-07-07 10:29:25.282670",Active,Noida-GT,NCR,Ghaziabad,NULL,NULL
"H5440* Daily fresh confectionary","2022-07-07 10:33:20.930741",Active,Noida-GT,NCR,Ghaziabad,NULL,NULL
"H5442* Shivam store","2022-07-07 10:41:33.319516",Active,Noida-GT,NCR,Ghaziabad,NULL,NULL
"H5443* Shri shyam store","2022-07-07 10:43:49.339977",Active,Noida-GT,NCR,Ghaziabad,NULL,NULL
"H5446* Shri shyam grocery","2022-07-07 10:52:42.477422",Active,Noida-GT,NCR,Ghaziabad,NULL,NULL
"D3687* haider ali direct sale","2022-07-08 09:12:13.285622",Active,NCR-UB,NCR,Delhi,NULL,NULL
"F3069* MORE MEGA MART , HUDA MARKET ,SEC-16 ,FARIDABAD ","2022-07-09 09:24:48.201930",Active,NCR-OF-MT,NCR,Faridabad,28.40982,77.17988
"G2501* Bigbasket Chandu village","2022-07-11 15:54:35.836030",Active,NCR-ON-MT,NCR,Gurgaon,NULL,NULL
"G2502* Bigbasket sonipath","2022-07-11 16:01:07.643926",Active,NCR-ON-MT,NCR,Gurgaon,NULL,NULL
"D3689* Vikas egg shop ub ashish","2022-07-12 04:49:51.455139",Active,NCR-UB,NCR,Delhi,NULL,NULL
"D3690* Pardeep shop ub ashish","2022-07-12 05:03:52.391594",Active,NCR-UB,NCR,Delhi,NULL,NULL
"G2504* Haryana Fresh ","2022-07-14 06:30:28.993073",Active,Gurgaon-GT,NCR,Gurgaon,28.42718,77.06315
"D3694* sandeep liquid","2022-07-14 08:06:40.109833",Active,NCR-UB,NCR,Delhi,NULL,NULL
"D3699* AJEET UB HIMU ","2022-07-14 12:41:07.578296",Active,NCR-UB,NCR,Delhi,NULL,NULL
"D3700* Rmmd happy birthday","2022-07-14 14:00:01.027609",Active,Delhi-GT,NCR,Delhi,28.709,77.185
"D3701* deepak sales boy ","2022-07-17 05:07:56.527515",Active,NCR-UB,NCR,Delhi,NULL,NULL
"D3702* SHAHID KHAN","2022-07-18 03:13:12.905122",Active,NCR-UB,NCR,Delhi,NULL,NULL
"D3704* PARDEEP UB ","2022-07-21 08:21:50.934057",Active,NCR-UB,NCR,Delhi,NULL,NULL
"D3706* ZOMATO HYPERPURE PRIVATE LTD.","2022-07-22 09:12:27.000000",Active,NCR-UB,NCR,Delhi,NULL,NULL
"D3707* ROHTASH SINGH ","2022-07-22 10:57:20.166328",Active,NCR-UB,NCR,Delhi,NULL,NULL
"D3708* SONU UB HIMU","2022-07-22 12:02:32.920660",Active,NCR-UB,NCR,Delhi,NULL,NULL
"CD1004* RELIANCE RETAIL LIMITED (MOHALI) ","2022-07-22 13:01:28.493647",Active,NCR-ON-MT,NCR,Chandigarh,NULL,NULL
"G2508* trialnew","2022-07-23 07:55:28.959518",Active,NCR-OF-MT,NCR,Gurgaon,NULL,NULL
"D3710* Raj mandir sec-23 Dwarka","2022-07-23 13:58:17.708376",Active,Delhi-GT,NCR,Delhi,28.562,77.051
"D3711* ARVIND UB DIRECT SALE","2022-07-24 09:05:11.831946",Active,NCR-UB,NCR,Delhi,NULL,NULL
"D3712* harish ub himu","2022-07-25 10:30:07.747056",Active,NCR-UB,NCR,Delhi,NULL,NULL
"D3713* sachin ub himu ","2022-07-27 05:22:23.353586",Active,NCR-UB,NCR,Delhi,NULL,NULL
"F3087* Aariga Strategy Consultants Pvt Ltd Huda Market_1347908_Instamart","2022-07-27 12:34:12.189375",Active,NCR-ON-MT,NCR,Faridabad,28.43798,77.29827
"G2509* ZOMATO HYPERPURE PRIVATE LIMITED ( WH-GGN1)","2022-07-28 09:19:25.190259",Active,NCR-HORECA,NCR,Gurgaon,NULL,NULL
"JP1004* Max Reach Stores Pvt Ltd Lalkothi_1346769_Instamart","2022-07-28 15:11:47.817957",Active,NCR-ON-MT,NCR,Jaipur,NULL,NULL
"CD1005* Max Reach Stores Pvt Ltd Zirakpur_1348435_Instamart","2022-07-28 15:33:28.432660",Active,NCR-ON-MT,NCR,Chandigarh,NULL,NULL
"D3715* RELIANCE RETAIL LTD, (JAGATPURI) GF OF PROPERTY NOS : F-22-A & PARWANA ROAD JAGATPURI DELHI","2022-07-29 10:45:29.015369",Active,NCR-OF-MT,NCR,Delhi,28.6468,77.29178
"D3716* NEW SHOP CSTORE NETWORK PVT LTD C , 39, East Of Kailash , Delhi.","2022-07-29 13:15:09.427442",Active,NCR-OF-MT,NCR,Delhi,NULL,NULL
"D3717* ABHASH SHUKLA","2022-07-30 05:47:33.555749",Active,NCR-UB,NCR,Delhi,NULL,NULL
"G2510* Omg super mart","2022-07-30 10:49:02.756440",Active,Gurgaon-GT,NCR,Gurgaon,28.37784,77.0562
"D3718* R M EGG STORE ","2022-07-31 11:48:59.779522",Active,NCR-UB,NCR,Delhi,NULL,NULL
"D3719* PASTRY SHOP UB ANURAG","2022-07-31 14:26:49.081633",Active,NCR-UB,NCR,Delhi,NULL,NULL
"D3720* SARDAR UB MITHUN","2022-08-01 08:32:45.435499",Active,NCR-UB,NCR,Delhi,NULL,NULL
"D3722* sanjeet ub atif","2022-08-02 13:06:02.210522",Active,NCR-UB,NCR,Delhi,NULL,NULL
"G2511* Aida food pvt ltd","2022-08-03 11:18:26.435998",Active,Gurgaon-GT,NCR,Gurgaon,28.421,77.09
"D3724* nitesh ub direct sale ","2022-08-04 06:51:54.594074",Active,NCR-UB,NCR,Delhi,NULL,NULL
"G2515* SS Gurgaon Sector 48 ES50 PR (NM)","2022-08-04 08:02:37.272808",Active,NCR-ON-MT,NCR,Gurgaon,28.41562,77.03334
"G2520* SS Gurgaon Sector 66 ES53 (NM)","2022-08-04 16:14:12.378314",Active,NCR-ON-MT,NCR,Gurgaon,28.39116,77.0566
"D3725* RAVI UB ATIF FAZILPUR","2022-08-05 10:47:02.121523",Active,NCR-UB,NCR,Delhi,NULL,NULL
"D3727* JITENDER UB ATIF ","2022-08-05 11:54:11.346016",Active,NCR-UB,NCR,Delhi,NULL,NULL
"D3728* SHREE SHYAM ENTERPRISES","2022-08-05 12:25:27.487214",Active,NCR-UB,NCR,Delhi,NULL,NULL
"D3729* ANUJ UB NOIDA ","2022-08-05 12:38:46.598597",Active,NCR-UB,NCR,Delhi,NULL,NULL
"G2525* Deep Mart ","2022-08-06 12:14:22.141992",Active,Gurgaon-GT,NCR,Gurgaon,28.405,76.926
"G2527* shree bala ji mart 92","2022-08-06 12:21:45.915600",Active,Gurgaon-GT,NCR,Gurgaon,28.40853,76.92639
"D3730* JANTA EGGS UB DEHLI","2022-08-10 06:11:44.458813",Active,NCR-UB,NCR,Delhi,NULL,NULL
"D3731* SLMRA SUPER STORE UB  DEHLI ","2022-08-10 06:14:28.830972",Active,NCR-UB,NCR,Delhi,NULL,NULL
"D3732* VW CUISINE & CONCEPTS PVT. LTD.","2022-08-11 05:37:39.300015",Active,NCR-UB,NCR,Delhi,NULL,NULL
"D3733* CHAAYOS","2022-08-13 09:50:01.469525",Active,NCR-UB,NCR,Gurgaon,NULL,NULL
"G2532* Haryana fresh kishan mandi ","2022-08-16 12:14:28.782142",Active,Gurgaon-GT,NCR,Gurgaon,28.4077896,77.0672447
"D3735* AYUSH UB NITYA RAM","2022-08-18 09:07:45.063276",Active,NCR-UB,NCR,Delhi,NULL,NULL
"D3736* 7  nine department store ","2022-08-18 09:11:50.809245",Active,Delhi-GT,NCR,Delhi,28.702,77.183
"D3737* MANNI EEGS UB ANURAG","2022-08-20 08:56:02.968639",Active,NCR-UB,NCR,Delhi,NULL,NULL
"G2539* New shop cstore network pvt ltd(sec-4)","2022-08-20 12:31:20.019124",Active,NCR-OF-MT,NCR,Gurgaon,NULL,NULL
"D3738* mukesh warehouse ","2022-08-21 10:54:29.293136",Active,NCR-UB,NCR,Delhi,NULL,NULL
"D3739* RAKESH DIRECT SALE","2022-08-21 11:46:57.979900",Active,NCR-UB,NCR,Delhi,NULL,NULL
"H5463* Sandheya Agency ","2022-08-22 08:50:15.880311",Active,Noida-GT,NCR,Ghaziabad,NULL,NULL
